battle_turn,opponent_pokemon,opponent_type,move_used,move_type,move_category,weather_condition,pikachu_status,terrain_type,held_item,pikachu_ability,opponent_level,pikachu_level,move_power,attack_stat,defense_stat,sp_attack_stat,sp_defense_stat,speed_stat_pikachu,speed_stat_opponent,attack_stage,defense_stage,speed_stage,type_effectiveness,critical_hit,move_hit,friendship_level,experience_points,healing_applied,damage_dealt,previous_hp,max_hp,pikachu_hp,round,turn,trainer_focus_score
Round 1278 - Turn 06:00,Steelix,Steel,Nuzzle,Normal,Physical,Electric Terrain,,,Light Ball,Static,34,38,20,48,27,51,45,82,65,-1,1,0,1,0,1,123,1310,0,5,56,74,8,1278,6,21.3
Round 1278 - Turn 07:00,Blastoise,Water,Quick Attack,Electric,Physical,Clear,,,Light Ball,Static,36,38,40,42,45,38,51,82,59,0,-1,1,2,1,1,185,1997,0,95,49,74,0,1278,7,2.6
Round 1278 - Turn 08:00,Charizard,Fire,Nuzzle,Normal,Physical,Sandstorm,,,Light Ball,Static,38,38,,46,40,39,50,79,,0,1,-1,1,0,0,117,3066,0,0,74,74,38,1278,8,56.5
Round 1278 - Turn 09:00,Machamp,Fighting,Iron Tail,Electric,Physical,Clear,Paralyzed,Electric Terrain,Sitrus Berry,Static,33,38,100,42,42,50,39,71,87,-1,-1,-2,1,0,1,205,2974,0,65,74,74,0,1278,9,10.4
Round 1278 - Turn 10:00,Onix,Rock,Electro Ball,Electric,Special,Electric Terrain,,,Sitrus Berry,Static,36,38,80,45,42,39,49,72,52,1,0,-1,0.5,1,1,246,2063,0,35,10,74,0,1278,10,4.9
Round 1278 - Turn 11:00,Lapras,Water,Agility,Electric,Status,Electric Terrain,,,Sitrus Berry,Static,36,38,0,46,28,45,48,82,67,0,0,0,1,0,1,48,5384,0,0,74,74,46,1278,11,71.3
Round 1278 - Turn 12:00,Rhydon,Rock,Electro Ball,,Special,Sandstorm,,,Sitrus Berry,Static,37,38,80,48,41,46,52,74,94,0,1,1,0.5,0,1,83,1199,0,,74,74,44,1278,12,71.1
Round 1278 - Turn 13:00,Rhydon,Rock,,Electric,Physical,Clear,,,Light Ball,Static,42,38,40,43,49,51,60,82,110,1,-1,0,0.5,0,0,231,4354,0,0,62,74,40,1278,13,52.9
Round 1278 - Turn 14:00,Machamp,Fighting,Nuzzle,Normal,Physical,Sun,,,Focus Sash,Static,36,38,20,55,,52,42,81,104,-1,-2,0,1,0,1,120,3016,0,15,62,74,33,1278,14,47.1
Round 1278 - Turn 15:00,Charizard,Fire,Iron Tail,Electric,Physical,Clear,Burned,Electric Terrain,,Static,42,38,100,42,46,,42,79,94,-1,1,-1,1,0,,95,3003,0,15,49,74,0,1278,15,15.8
Round 1278 - Turn 16:00,Dragonite,Dragon,Electro Ball,Electric,Special,Hail,,Grassy Terrain,,Static,43,38,80,52,48,44,51,75,100,-1,0,0,0.5,0,1,134,2015,0,,34,74,0,1278,16,22.1
Round 1278 - Turn 17:00,Charizard,Fire,Nuzzle,Normal,Physical,Hail,,Misty Terrain,Light Ball,Static,44,38,20,52,43,45,60,70,60,0,0,0,1,0,1,93,2149,0,10,23,74,0,1278,17,14.9
Round 1278 - Turn 18:00,Golem,Rock,Nuzzle,Normal,Physical,Sandstorm,,Grassy Terrain,,Static,,38,20,47,43,48,52,70,113,0,1,,0.5,0,0,86,1644,0,0,14,74,0,1278,18,17.7
Round 1278 - Turn 19:00,Alakazam,Psychic,Iron Tail,Electric,Physical,,,Electric Terrain,,Static,34,38,100,44,40,45,52,70,85,0,0,0,1,0,,236,1751,,75,14,74,0,1278,19,19.4
Round 1278 - Turn 20:00,Dragonite,Dragon,Thunder,Electric,Special,Hail,,,Light Ball,Static,38,38,110,50,48,40,42,80,71,-2,0,2,0.5,0,1,156,1243,0,15,74,74,38,1278,20,57.9
Round 1278 - Turn 21:00,Onix,Rock,Thunder,Electric,Special,Clear,,,,Static,37,38,110,43,36,48,50,73,66,0,0,1,0.5,0,1,103,6000,0,25,61,74,4,1278,21,16.5
Round 1278 - Turn 22:00,Blastoise,Water,Thunderbolt,Electric,Special,Clear,,,Sitrus Berry,Static,38,38,90,50,,45,49,71,80,0,0,1,2,,1,103,2365,0,85,34,74,0,1278,22,3.8
Round 1278 - Turn 23:00,Dragonite,Dragon,Agility,Electric,Status,Clear,Burned,,Assault Vest,Static,,38,0,52,38,46,48,80,68,0,0,,1,0,1,255,3794,0,0,74,74,41,1278,23,55.3
Round 1279 - Turn 00:00,Machamp,Fighting,Thunderbolt,Electric,Special,Clear,,Electric Terrain,Sitrus Berry,Static,18,25,90,37,14,39,,56,72,-1,0,0,1,0,1,118,0,12,40,52,52,43,1279,0,81.5
Round 1279 - Turn 01:00,Charizard,Fire,Nuzzle,,Physical,Rain,,,,Static,28,25,20,30,36,31,46,53,21,1,-1,0,1,0,1,148,3351,0,10,22,52,26,1279,1,60.6
Round 1279 - Turn 02:00,Steelix,Steel,Thunder,Electric,Special,Sun,,,,Static,11,25,110,37,9,25,22,55,94,0,1,-2,1,0,0,127,1234,0,0,12,52,20,1279,2,38
Round 1279 - Turn 03:00,Vaporeon,Water,Nuzzle,Normal,Physical,,,,Assault Vest,Static,32,25,20,32,33,38,36,51,21,1,1,0,2,0,1,204,2810,17,15,12,52,40,1279,3,79.5
Round 1279 - Turn 04:00,Machamp,Fighting,Volt Tackle,Electric,Physical,Sandstorm,,Grassy Terrain,Light Ball,Lightning Rod,33,25,120,30,40,36,45,52,62,0,0,1,1,0,1,113,1618,0,35,16,52,17,1279,4,40
Round 1279 - Turn 05:00,Gengar,Ghost,Thunder,Electric,Special,Clear,,Electric Terrain,,Static,25,25,110,33,33,31,42,58,71,0,-2,1,1,0,1,73,2583,0,75,52,52,40,1279,5,71.9
Round 1279 - Turn 06:00,Steelix,Steel,Thunderbolt,Electric,Special,Clear,,Misty Terrain,Light Ball,Static,19,25,90,28,20,25,26,56,30,0,2,0,1,0,1,147,974,0,15,52,52,48,1279,6,88.4
Round 1279 - Turn 07:00,Snorlax,Normal,Thunderbolt,Electric,Special,Clear,,,,Static,29,25,90,39,36,29,40,58,54,1,-2,-1,1,0,1,224,1622,0,75,35,52,3,1279,7,19.3
Round 1279 - Turn 08:00,Lapras,Water,Volt Tackle,Electric,Physical,Sandstorm,,Electric Terrain,Light Ball,Lightning Rod,26,25,120,27,29,26,26,48,53,2,0,,2,0,1,189,104,0,200,52,52,39,1279,8,75.1
Round 1279 - Turn 09:00,Dragonite,Dragon,Electro Ball,Electric,Special,Clear,,Grassy Terrain,,Static,21,25,80,35,28,25,23,56,51,1,1,0,0.5,0,1,59,3214,0,15,52,52,52,1279,9,87.9
Round 1279 - Turn 10:00,Blastoise,Water,Quick Attack,Electric,Physical,Clear,,,,Static,24,25,40,36,22,35,43,58,,1,-1,0,2,0,1,182,4356,0,95,37,52,0,1279,10,13.2
Round 1279 - Turn 11:00,Machamp,Fighting,Quick Attack,Electric,Physical,Sun,,Grassy Terrain,Light Ball,Static,27,25,,,26,30,39,58,38,1,1,-1,,0,0,170,1664,,0,52,52,52,1279,11,100
Round 1279 - Turn 12:00,Charizard,Fire,Thunderbolt,,Special,Clear,,,,Static,25,25,90,40,22,26,40,,34,1,1,2,1,0,1,218,2874,0,20,52,,66,1279,12,98.1
Round 1279 - Turn 13:00,Charizard,Fire,Thunder,Electric,Special,Sun,,,,Lightning Rod,25,25,110,37,37,32,38,53,47,-1,0,0,1,0,1,102,2384,0,25,30,52,52,1279,13,87.7
Round 1279 - Turn 14:00,Blastoise,Water,Agility,Electric,Status,Clear,Paralyzed,,,Static,25,25,0,28,20,27,42,59,10,0,-1,1,1,0,1,178,2744,0,0,6,52,40,1279,14,79.3
Round 1279 - Turn 15:00,Vaporeon,,Volt Tackle,Electric,Physical,Electric Terrain,,Grassy Terrain,Assault Vest,Static,27,25,120,31,24,26,30,53,49,0,0,,2,0,1,69,1014,0,105,6,52,29,1279,15,55.4
Round 1279 - Turn 16:00,Blastoise,Water,Quick Attack,Electric,Physical,Electric Terrain,,,Light Ball,Lightning Rod,,25,,39,29,29,42,54,55,0,-1,0,2,0,1,55,3646,0,55,52,52,31,1279,16,62.9
Round 1279 - Turn 17:00,Snorlax,Normal,Thunderbolt,Electric,Special,Clear,,Misty Terrain,Sitrus Berry,Static,19,25,90,28,30,28,24,52,26,0,0,0,1,0,1,164,1895,0,40,52,52,36,1279,17,77.8
Round 1279 - Turn 18:00,,Dragon,Thunder,Electric,Special,Clear,,Electric Terrain,Focus Sash,Static,22,25,110,28,26,34,35,48,45,1,0,1,0.5,0,1,199,3620,0,35,14,52,21,1279,18,57.4
Round 1279 - Turn 19:00,Alakazam,Psychic,Quick Attack,Electric,Physical,Clear,,,Sitrus Berry,Static,32,25,40,38,42,25,32,54,56,,0,0,1,0,1,105,4117,0,10,52,52,52,1279,19,93.8
Round 1279 - Turn 20:00,Golem,Rock,Quick Attack,Electric,Physical,Clear,,Misty Terrain,Focus Sash,Static,20,25,40,33,,39,37,53,64,0,-1,1,0.5,0,1,184,89,0,20,41,52,52,1279,20,95.6
Round 1279 - Turn 21:00,Onix,Rock,Iron Tail,Electric,Physical,Sun,,Electric Terrain,Sitrus Berry,,19,25,100,39,26,28,37,57,70,,0,0,0.5,0,1,150,2977,0,30,21,52,34,1279,21,69.2
Round 1279 - Turn 22:00,Onix,Rock,Thunderbolt,Electric,Special,Rain,Paralyzed,,Assault Vest,Static,29,25,90,35,24,39,29,53,22,1,0,0,0.5,0,1,199,2694,0,30,52,52,52,1279,22,100
Round 1279 - Turn 23:00,Steelix,Steel,Thunderbolt,Electric,Special,Clear,,,Sitrus Berry,,34,25,90,37,40,30,43,46,34,2,0,1,1,0,1,188,1707,0,45,23,52,51,1279,23,92.1
Round 1280 - Turn 00:00,Onix,Rock,Volt Tackle,Electric,Physical,Electric Terrain,,,,Static,35,40,120,45,35,45,49,82,42,0,-1,0,0.5,0,1,99,2304,0,65,16,78,0,1280,0,11.7
Round 1280 - Turn 01:00,Rhydon,Rock,Agility,Electric,Status,Rain,,Misty Terrain,,Static,32,40,0,57,43,49,44,75,80,0,0,0,1,0,1,124,4575,,0,78,78,63,1280,1,79.2
Round 1280 - Turn 02:00,Charizard,Fire,Iron Tail,Electric,Physical,Clear,,,Sitrus Berry,Static,54,40,100,44,58,49,71,75,101,0,0,0,1,,0,168,4415,0,0,78,78,53,1280,2,69.5
Round 1280 - Turn 03:00,Charizard,Fire,Electro Ball,Electric,Special,Hail,,Grassy Terrain,Assault Vest,,42,40,80,49,39,45,48,83,66,0,1,0,1,0,,135,1417,0,25,78,78,28,1280,3,44.7
Round 1280 - Turn 04:00,Dragonite,Dragon,Iron Tail,Electric,Physical,Sandstorm,Burned,Electric Terrain,,Static,29,40,100,50,35,52,46,81,107,0,0,0,0.5,0,1,103,2693,0,25,51,78,36,1280,4,63
Round 1280 - Turn 05:00,Onix,Rock,Agility,Electric,Status,Electric Terrain,,Electric Terrain,Light Ball,Static,43,40,0,48,38,49,50,86,69,1,-2,-1,1,0,1,172,2591,0,0,26,78,34,1280,5,43.3
Round 1280 - Turn 06:00,Charizard,Fire,Quick Attack,Electric,Physical,Sun,,Electric Terrain,Sitrus Berry,Static,28,40,40,56,,42,32,,102,0,1,0,1,0,1,225,2809,0,35,26,78,33,1280,6,41.8
Round 1280 - Turn 07:00,Blastoise,Water,Iron Tail,Electric,Physical,Clear,,,Sitrus Berry,Static,36,40,100,48,28,54,36,78,86,0,0,0,2,0,1,130,458,0,185,78,78,3,1280,7,16
Round 1280 - Turn 08:00,Venusaur,Grass,Nuzzle,Normal,Physical,Clear,,,,Lightning Rod,37,40,20,45,35,48,46,75,99,-2,1,0,0.5,0,1,145,4430,0,0,78,78,78,1280,8,94.9
Round 1280 - Turn 09:00,Onix,Rock,Volt Tackle,Electric,Physical,Rain,,,Light Ball,Static,40,40,120,52,,,57,74,65,0,,-1,0.5,0,1,112,2905,0,30,76,78,59,1280,9,76.3
Round 1280 - Turn 10:00,Charizard,,Thunderbolt,Electric,Special,Rain,,Electric Terrain,,Static,43,40,90,56,45,40,48,76,40,-1,0,-2,1,0,1,87,2918,0,35,45,78,14,1280,10,42.5
Round 1280 - Turn 11:00,,Normal,Nuzzle,Normal,Physical,Clear,,,Assault Vest,Static,46,40,20,57,53,51,58,84,89,0,1,0,1,0,1,100,1890,0,5,11,78,1,1280,11,14.7
Round 1280 - Turn 12:00,Alakazam,Psychic,Thunderbolt,Electric,Special,Electric Terrain,,,Light Ball,Static,34,,90,47,,51,53,80,75,0,0,0,1,1,1,229,3102,0,65,5,78,6,1280,12,19.6
Round 1280 - Turn 13:00,Dragonite,Dragon,Iron Tail,Electric,Physical,Clear,,,Assault Vest,Static,38,40,100,46,42,49,42,72,91,0,0,0,0.5,0,1,135,1385,0,30,78,78,47,1280,13,66.8
Round 1280 - Turn 14:00,Snorlax,Normal,Nuzzle,Normal,Physical,Electric Terrain,Paralyzed,Misty Terrain,,Static,42,,20,50,46,43,61,85,66,1,-2,0,1,0,1,21,2692,0,25,,78,17,1280,14,44
Round 1280 - Turn 15:00,Lapras,Water,Quick Attack,Electric,Physical,Clear,,,Light Ball,Static,47,40,40,46,55,48,62,82,91,0,1,0,,0,1,100,2836,0,30,25,78,15,1280,15,19.3
Round 1280 - Turn 16:00,Lapras,Water,Quick Attack,Electric,Physical,,,,Light Ball,Static,46,40,40,49,36,46,53,81,,0,2,0,2,0,1,106,3175,28,35,78,78,56,1280,16,78.1
Round 1280 - Turn 17:00,Gengar,,Thunderbolt,,Special,Hail,,,Sitrus Berry,Static,38,40,90,44,30,46,53,82,59,0,0,0,1,0,1,170,2382,0,45,72,78,26,1280,17,49.6
Round 1280 - Turn 18:00,Blastoise,Water,Nuzzle,Normal,Physical,Clear,Burned,Grassy Terrain,,Static,39,40,20,46,41,49,51,77,138,0,-1,-1,2,0,1,160,2124,0,10,28,78,14,1280,18,33.8
Round 1280 - Turn 19:00,Dragonite,Dragon,Thunder,Electric,Special,Sandstorm,,Electric Terrain,Assault Vest,Static,44,40,110,57,53,54,57,75,77,0,-1,0,0.5,0,1,217,2750,0,55,16,78,0,1280,19,17.7
Round 1280 - Turn 20:00,Dragonite,Dragon,Quick Attack,Electric,Physical,Rain,,,,Static,37,40,40,48,47,41,47,73,71,,1,-1,0.5,0,1,173,3077,0,10,78,78,60,1280,20,82.7
Round 1280 - Turn 21:00,Charizard,Fire,Nuzzle,,Physical,Clear,,,Light Ball,Static,35,40,20,49,44,41,49,79,88,0,1,0,1,0,1,182,2297,0,5,70,78,53,1280,21,75.4
Round 1280 - Turn 22:00,Lapras,Water,Thunderbolt,Electric,Special,Sun,Burned,,Light Ball,Static,38,40,90,55,39,44,42,82,81,0,0,1,2,1,1,65,1646,0,155,64,78,0,1280,22,8.2
Round 1280 - Turn 23:00,Alakazam,Psychic,Electro Ball,Electric,Special,Rain,Paralyzed,,Sitrus Berry,Static,37,40,80,56,46,51,55,73,42,0,0,1,1,0,1,112,5567,0,40,78,78,29,1280,23,37.5
Round 1281 - Turn 00:00,Vaporeon,Water,Iron Tail,Electric,Physical,Clear,Paralyzed,Grassy Terrain,,Static,38,37,100,40,31,38,49,79,119,0,2,1,2,0,1,135,3256,0,70,22,72,3,1281,0,25.3
Round 1281 - Turn 01:00,Alakazam,Psychic,Thunderbolt,Electric,Special,Clear,,,Focus Sash,Static,47,,90,,49,45,66,68,59,0,0,-1,1,0,1,135,1221,0,30,72,72,22,1281,1,32.9
Round 1281 - Turn 02:00,Dragonite,Dragon,Volt Tackle,Electric,Physical,Rain,,,,Static,34,37,120,44,34,39,,74,50,1,0,0,0.5,0,1,133,1090,0,,41,72,0,1281,2,15.4
Round 1281 - Turn 03:00,Alakazam,Psychic,Iron Tail,Electric,Physical,Electric Terrain,Burned,Grassy Terrain,Sitrus Berry,Static,40,37,100,43,50,47,44,74,75,0,0,0,1,0,1,125,1709,0,20,72,72,46,1281,3,69.7
Round 1281 - Turn 04:00,Steelix,Steel,Iron Tail,Electric,Physical,Clear,,Misty Terrain,Light Ball,Lightning Rod,38,37,100,53,45,41,40,80,48,0,0,0,1,0,1,139,4151,0,,52,72,0,1281,4,11
Round 1281 - Turn 05:00,Charizard,Fire,Thunderbolt,Electric,Special,Sun,,,Light Ball,Static,34,37,90,52,,50,37,79,,0,-1,0,1,0,1,132,4479,0,85,72,72,0,1281,5,19.2
Round 1281 - Turn 06:00,Onix,Rock,Electro Ball,Electric,Special,Sun,,,Focus Sash,Static,38,37,80,54,41,42,49,68,88,0,1,0,0.5,0,1,62,1659,0,10,72,72,29,1281,6,28.4
Round 1281 - Turn 07:00,Machamp,Fighting,Agility,Electric,Status,Electric Terrain,,Grassy Terrain,Sitrus Berry,Static,35,37,0,43,38,43,45,79,63,-1,0,0,1,0,1,156,2699,0,0,60,72,16,1281,7,35.5
Round 1281 - Turn 08:00,Skarmory,Steel,Quick Attack,Electric,Physical,Clear,Paralyzed,,Light Ball,Static,44,37,40,50,37,43,50,73,109,,-2,0,1,0,1,36,3683,35,50,60,72,6,1281,8,20.9
Round 1281 - Turn 09:00,Charizard,Fire,Thunderbolt,Electric,Special,Sun,,Electric Terrain,,Static,39,37,90,54,48,38,51,72,78,-1,1,0,1,0,1,116,3294,0,20,44,72,0,1281,9,15.8
Round 1281 - Turn 10:00,Lapras,Water,Agility,,Status,Clear,,,,Static,43,37,,44,36,43,53,78,92,1,1,-2,1,0,1,181,4095,0,0,23,72,6,1281,10,26.3
Round 1281 - Turn 11:00,Blastoise,Water,Thunderbolt,Electric,Special,Sun,,Electric Terrain,,Static,36,37,90,48,37,39,52,67,56,0,0,0,2,0,1,,1734,0,85,23,72,0,1281,11,16.5
Round 1281 - Turn 12:00,Rhydon,Rock,Thunder,Electric,Special,Sun,Burned,,Sitrus Berry,Static,39,37,110,46,36,44,53,,55,1,0,0,0.5,0,0,148,2634,0,0,72,72,50,1281,12,72.1
Round 1281 - Turn 13:00,Lapras,Water,Thunderbolt,Electric,Special,Clear,,Grassy Terrain,,Static,38,37,90,40,46,,52,66,41,-1,0,1,2,0,1,161,1924,0,50,72,72,27,1281,13,52.6
Round 1281 - Turn 14:00,Gengar,Ghost,Agility,Electric,Status,Electric Terrain,,Electric Terrain,Sitrus Berry,Static,38,37,0,42,33,47,43,80,81,1,0,-2,1,0,1,114,1439,0,0,24,72,0,1281,14,12.2
Round 1281 - Turn 15:00,Machamp,Fighting,Agility,Electric,Status,Clear,,Electric Terrain,Light Ball,Static,37,37,0,,38,42,48,72,50,1,0,0,1,0,1,150,1046,0,0,24,72,3,1281,15,27.5
Round 1281 - Turn 16:00,Alakazam,Psychic,Volt Tackle,,Physical,Hail,,Grassy Terrain,,Lightning Rod,30,37,120,51,37,46,30,73,35,0,1,0,1,0,,174,595,0,55,24,72,0,1281,16,18
Round 1281 - Turn 17:00,Dragonite,Dragon,Thunderbolt,Electric,Special,Electric Terrain,,,Focus Sash,Static,37,37,90,41,31,44,37,80,,-1,1,0,0.5,,1,164,1733,0,10,72,72,38,1281,17,53.4
Round 1281 - Turn 18:00,Rhydon,Rock,Thunder,Electric,Special,Clear,,,Sitrus Berry,Static,35,37,110,47,45,48,53,80,66,0,0,0,0.5,0,1,93,3474,0,25,60,72,34,1281,18,45.7
Round 1281 - Turn 19:00,,Steel,Thunder,Electric,Special,Electric Terrain,,,Light Ball,Static,39,37,110,42,,49,43,79,72,-1,1,0,1,0,1,161,3132,0,30,35,72,5,1281,19,23.3
Round 1281 - Turn 20:00,Machamp,Fighting,Quick Attack,Electric,Physical,Clear,,Electric Terrain,Assault Vest,Static,29,37,40,54,32,51,47,77,88,0,-1,-1,1,0,1,120,1250,0,,6,72,7,1281,20,22.2
Round 1281 - Turn 21:00,Lapras,Water,Thunder,Electric,Special,Sun,,Electric Terrain,Light Ball,Static,,37,110,50,37,46,41,66,69,1,0,1,2,0,0,57,3471,0,0,72,72,69,1281,21,94.6
Round 1281 - Turn 22:00,Charizard,Fire,Volt Tackle,Electric,Physical,Clear,,,Focus Sash,Static,39,37,120,44,43,38,55,77,70,-1,1,0,1,0,0,193,1654,0,0,72,72,72,1281,22,100
Round 1281 - Turn 23:00,Gengar,Ghost,Electro Ball,Electric,Special,Clear,,,Assault Vest,Static,32,37,80,42,36,49,47,69,51,-2,2,,1,0,1,150,1675,29,10,72,72,72,1281,23,93.9
Round 1282 - Turn 00:00,Dragonite,Dragon,Electro Ball,Electric,Special,Hail,,,,Static,31,37,80,48,43,48,38,70,19,0,2,0,0.5,0,1,151,1937,0,10,72,72,49,1282,0,60.9
Round 1282 - Turn 01:00,Blastoise,Water,Quick Attack,Electric,Physical,Sandstorm,,,,Static,54,37,40,53,43,37,71,73,83,,-2,0,2,0,1,103,2829,0,,60,72,0,1282,1,13.5
Round 1282 - Turn 02:00,Charizard,Fire,Agility,Electric,Status,Clear,,,,Static,38,37,0,48,39,42,49,75,65,-1,0,0,1,0,1,63,4860,0,0,72,72,72,1282,2,97.5
Round 1282 - Turn 03:00,Charizard,Fire,Thunder,Electric,Special,Hail,,Electric Terrain,,Lightning Rod,41,37,110,48,43,37,52,66,77,0,1,0,1,0,1,90,2368,0,35,72,72,17,1282,3,39.7
Round 1282 - Turn 04:00,Charizard,Fire,Agility,Electric,Status,Clear,,Misty Terrain,Light Ball,Static,34,37,0,49,33,48,48,74,31,0,1,0,1,0,1,177,,0,0,36,72,46,1282,4,70.7
Round 1282 - Turn 05:00,Charizard,Fire,Agility,Electric,Status,Clear,,,Light Ball,,38,37,0,53,45,48,56,73,58,2,0,-1,1,0,1,163,3461,0,0,36,,47,1282,5,70.1
Round 1282 - Turn 06:00,Lapras,Water,Iron Tail,Electric,Physical,Sun,Burned,,Sitrus Berry,Lightning Rod,29,37,100,43,26,42,39,77,107,-1,0,-2,2,0,1,197,1914,0,55,36,72,8,1282,6,24.9
Round 1282 - Turn 07:00,Blastoise,Water,Volt Tackle,Electric,Physical,Rain,,Electric Terrain,Assault Vest,Static,43,37,120,48,34,43,58,76,118,0,-1,1,2,0,1,76,768,0,290,72,72,47,1282,7,62.8
Round 1282 - Turn 08:00,Charizard,Fire,Electro Ball,Electric,Special,Electric Terrain,,,Sitrus Berry,Static,31,37,80,50,29,41,33,66,82,-1,0,-1,1,0,0,135,4879,0,0,72,72,72,1282,8,94.7
Round 1282 - Turn 09:00,Alakazam,Psychic,Volt Tackle,Electric,Physical,Electric Terrain,Paralyzed,Electric Terrain,,Static,42,37,120,44,47,46,48,77,102,0,0,1,1,0,1,173,2805,0,70,72,72,24,1282,9,33.6
Round 1282 - Turn 10:00,Machamp,Fighting,Nuzzle,Normal,Physical,Sun,,Grassy Terrain,Sitrus Berry,Lightning Rod,44,37,20,53,46,41,52,73,88,0,-1,1,1,0,1,143,4518,0,10,72,72,62,1282,10,74.9
Round 1282 - Turn 11:00,Dragonite,Dragon,Volt Tackle,Electric,Physical,Hail,Paralyzed,,,Static,40,37,120,53,50,41,49,70,100,0,2,0,0.5,0,1,154,842,0,15,60,72,40,1282,11,58.5
Round 1282 - Turn 12:00,Machamp,Fighting,Quick Attack,Electric,Physical,Sandstorm,,Misty Terrain,,Lightning Rod,41,37,40,49,49,42,57,74,64,0,0,0,1,1,1,118,1977,0,35,44,72,0,1282,12,16.6
Round 1282 - Turn 13:00,Dragonite,Dragon,Thunderbolt,Electric,Special,Hail,Paralyzed,Electric Terrain,Focus Sash,Static,43,37,90,49,37,43,47,77,72,-1,-1,-1,0.5,0,1,78,2860,0,25,11,72,0,1282,13,5.4
Round 1282 - Turn 14:00,Charizard,Fire,Quick Attack,Electric,Physical,Sun,,,Sitrus Berry,Lightning Rod,27,37,40,51,38,46,27,67,64,0,-1,0,1,0,1,103,2863,0,40,72,72,46,1282,14,66.4
Round 1282 - Turn 15:00,Onix,Rock,Volt Tackle,Electric,Physical,Clear,,,,Static,27,37,120,52,27,44,37,79,77,0,0,0,0.5,0,1,53,3736,0,55,32,72,0,1282,15,11.4
Round 1282 - Turn 16:00,Charizard,Fire,Iron Tail,Electric,Physical,Electric Terrain,,,Sitrus Berry,Static,,37,100,53,33,50,52,76,76,1,0,-1,1,0,1,144,2520,0,120,72,72,4,1282,16,11.1
Round 1282 - Turn 17:00,Gengar,Ghost,Volt Tackle,Electric,Physical,Sun,Paralyzed,,,Static,33,37,120,41,42,40,43,73,52,0,0,2,1,0,1,173,3725,0,55,72,72,46,1282,17,62.3
Round 1282 - Turn 18:00,Dragonite,Dragon,Quick Attack,Electric,Physical,Rain,,,,Static,43,37,40,51,52,39,57,66,50,-1,0,-1,0.5,0,1,63,2468,0,5,19,72,29,1282,18,49.6
Round 1282 - Turn 19:00,Rhydon,Rock,Quick Attack,Electric,Physical,Rain,Paralyzed,Grassy Terrain,,Static,42,37,40,48,44,48,43,72,80,0,1,0,0.5,0,1,38,4797,0,10,12,72,23,1282,19,43.1
Round 1282 - Turn 20:00,Golem,Rock,Thunderbolt,Electric,Special,Clear,,,Assault Vest,Static,25,37,90,50,26,43,41,71,41,0,0,,0.5,0,1,152,3348,0,20,4,72,0,1282,20,10.4
Round 1282 - Turn 21:00,,Water,Electro Ball,Electric,Special,Electric Terrain,Paralyzed,Grassy Terrain,,,36,37,80,50,34,47,36,69,121,0,-1,0,2,0,1,62,,0,155,72,72,8,1282,21,26.2
Round 1282 - Turn 22:00,Dragonite,Dragon,Volt Tackle,Electric,Physical,Clear,,,Focus Sash,,42,37,120,41,33,45,55,66,53,0,0,,0.5,0,1,185,,0,35,72,72,30,1282,22,50.9
Round 1282 - Turn 23:00,Venusaur,Grass,Volt Tackle,,Physical,Clear,,,,Static,38,37,120,51,46,47,46,80,66,1,0,0,0.5,0,1,175,1503,30,45,37,72,43,1282,23,59.3
Round 1283 - Turn 00:00,Onix,Rock,Agility,Electric,Status,Clear,,Electric Terrain,,,25,31,0,45,26,45,31,60,81,0,0,0,,0,1,134,1240,0,0,26,62,36,1283,0,67.1
Round 1283 - Turn 01:00,Charizard,Fire,Iron Tail,Electric,Physical,Electric Terrain,,Grassy Terrain,Sitrus Berry,Static,36,31,100,45,46,36,55,66,66,0,-1,0,1,0,1,144,3258,0,60,26,62,0,1283,1,2.8
Round 1283 - Turn 02:00,Alakazam,Psychic,Electro Ball,Electric,Special,Clear,,Electric Terrain,Sitrus Berry,Lightning Rod,17,31,80,36,26,38,19,57,67,0,-1,-1,1,0,1,165,2900,0,125,62,62,17,1283,2,28.4
Round 1283 - Turn 03:00,Charizard,Fire,Electro Ball,Electric,Special,Rain,,,,Static,25,31,80,48,38,31,32,56,43,0,0,1,1,0,1,130,2720,18,35,,62,49,1283,3,86
Round 1283 - Turn 04:00,Machamp,Fighting,Quick Attack,Electric,Physical,Clear,,,,Static,34,31,40,40,28,32,52,55,75,-1,1,0,1,0,,104,2203,0,10,46,62,40,1283,4,76.1
Round 1283 - Turn 05:00,,Rock,Thunderbolt,Electric,Special,Rain,,,,Static,36,31,90,47,,43,38,59,62,0,,-1,0.5,0,1,160,852,0,20,34,62,8,1283,5,30.6
Round 1283 - Turn 06:00,Rhydon,Rock,Electro Ball,Electric,Special,Clear,,,Focus Sash,Lightning Rod,17,31,80,38,16,45,24,56,23,1,-1,-1,0.5,0,1,68,3518,0,70,14,62,26,1283,6,38.1
Round 1283 - Turn 07:00,Dragonite,Dragon,Volt Tackle,Electric,Physical,Clear,,,Assault Vest,Static,37,31,120,36,,36,52,57,47,-2,0,0,0.5,0,1,147,3391,0,10,62,62,38,1283,7,60.7
Round 1283 - Turn 08:00,Gengar,Ghost,Agility,Electric,Status,Hail,,,Focus Sash,Static,29,31,0,47,40,41,38,56,69,0,-2,1,1,0,1,99,2811,0,0,52,62,57,1283,8,95.9
